County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Clinton,Trump,Total
Middlesex (pt.),Newton,Newton,1,1,4,912,394,"1,366"
Middlesex (pt.),Newton,Newton,1,2,4,"1,206",201,"1,461"
Middlesex (pt.),Newton,Newton,1,3,4,"1,224",162,"1,458"
Middlesex (pt.),Newton,Newton,1,4,4,976,413,"1,472"
Middlesex (pt.),Newton,Newton,2,1,4,"1,149",284,"1,501"
Middlesex (pt.),Newton,Newton,2,2,4,840,154,"1,049"
Middlesex (pt.),Newton,Newton,2,3,4,"1,428",193,"1,681"
Middlesex (pt.),Newton,Newton,2,4,4,"1,389",197,"1,644"
Middlesex (pt.),Newton,Newton,3,1,4,"1,252",295,"1,609"
Middlesex (pt.),Newton,Newton,3,2,4,"1,300",184,"1,557"
Middlesex (pt.),Newton,Newton,3,3,4,"1,138",364,"1,566"
Middlesex (pt.),Newton,Newton,3,4,4,"1,136",370,"1,558"
Middlesex (pt.),Newton,Newton,4,1,4,"1,083",253,"1,395"
Middlesex (pt.),Newton,Newton,4,2,4,"1,141",174,"1,366"
Middlesex (pt.),Newton,Newton,4,3,4,836,173,"1,058"
Middlesex (pt.),Newton,Newton,4,4,4,"1,030",315,"1,418"
Middlesex (pt.),Newton,Newton,5,1,4,"1,044",246,"1,363"
Middlesex (pt.),Newton,Newton,5,2,4,"1,260",164,"1,474"
Middlesex (pt.),Newton,Newton,5,3,4,"1,497",202,"1,767"
Middlesex (pt.),Newton,Newton,5,4,4,"1,468",201,"1,730"
Middlesex (pt.),Newton,Newton,6,1,4,"1,030",284,"1,370"
Middlesex (pt.),Newton,Newton,6,2,4,"1,313",170,"1,549"
Middlesex (pt.),Newton,Newton,6,3,4,"1,455",151,"1,659"
Middlesex (pt.),Newton,Newton,6,4,4,"1,483",156,"1,733"
Middlesex (pt.),Newton,Newton,7,1,4,"1,038",228,"1,335"
Middlesex (pt.),Newton,Newton,7,2,4,"1,418",234,"1,733"
Middlesex (pt.),Newton,Newton,7,3,4,496,71,588
Middlesex (pt.),Newton,Newton,7,4,4,590,139,761
Middlesex (pt.),Newton,Newton,8,1,4,"1,245",420,"1,743"
Middlesex (pt.),Newton,Newton,8,2,4,"1,133",386,"1,593"
Middlesex (pt.),Newton,Newton,8,3,4,"1,192",339,"1,605"
Middlesex (pt.),Newton,Newton,8,4,4,761,247,"1,045"
Norfolk (pt.),Norfolk,Norfolk,-,1,4,609,555,"1,257"
Norfolk (pt.),Norfolk,Norfolk,-,2,4,"1,313","1,002","2,532"
Norfolk (pt.),Norfolk,Norfolk,-,3,4,"1,034",901,"2,076"
Berkshire,North Adams,N. Adams,1,1,1,793,367,"1,242"
Berkshire,North Adams,N. Adams,2,2,1,721,270,"1,073"
Berkshire,North Adams,N. Adams,3,3,1,669,218,964
Berkshire,North Adams,N. Adams,4,4,1,816,414,"1,308"
Berkshire,North Adams,N. Adams,5,5,1,731,301,"1,126"
Essex (pt.),North Andover,N. Andover,-,1,6,"1,017",717,"1,849"
Essex (pt.),North Andover,N. Andover,-,2,6,"1,098",823,"2,071"
Essex (pt.),North Andover,N. Andover,-,3,6,"1,095",770,"1,958"
Essex (pt.),North Andover,N. Andover,-,4,6,"1,242",859,"2,237"
Essex (pt.),North Andover,N. Andover,-,5,6,818,540,"1,447"
Essex (pt.),North Andover,N. Andover,-,6,6,"1,039","1,005","2,154"
Essex (pt.),North Andover,N. Andover,-,7,6,"1,215",769,"2,105"
Essex (pt.),North Andover,N. Andover,-,8,6,975,908,"1,989"
Bristol (pt.),North Attleborough,N. Attleborough,-,1,4,668,596,"1,354"
Bristol (pt.),North Attleborough,N. Attleborough,-,2,4,767,768,"1,685"
Bristol (pt.),North Attleborough,N. Attleborough,-,3,4,753,846,"1,742"
Bristol (pt.),North Attleborough,N. Attleborough,-,4,4,694,541,"1,333"
Bristol (pt.),North Attleborough,N. Attleborough,-,5,4,705,689,"1,522"
Bristol (pt.),North Attleborough,N. Attleborough,-,6,4,882,814,"1,829"
Bristol (pt.),North Attleborough,N. Attleborough,-,7,4,914,872,"1,913"
Bristol (pt.),North Attleborough,N. Attleborough,-,8,4,881,802,"1,786"
Bristol (pt.),North Attleborough,N. Attleborough,-,9,4,795,788,"1,700"
Worcester (pt.),North Brookfield,N. Brookfield,-,1,2,907,"1,413","2,516"
Middlesex (pt.),North Reading,N. Reading,-,1,6,"1,066","1,023","2,238"
Middlesex (pt.),North Reading,N. Reading,-,2,6,"1,018",920,"2,095"
Middlesex (pt.),North Reading,N. Reading,-,3,6,"1,067","1,031","2,214"
Middlesex (pt.),North Reading,N. Reading,-,4,6,"1,132","1,012","2,279"
Hampshire (pt.),Northampton,Northampton,1,A,2,817,106,988
Hampshire (pt.),Northampton,Northampton,1,B,2,"1,113",173,"1,360"
Hampshire (pt.),Northampton,Northampton,2,A,2,"1,115",48,"1,225"
Hampshire (pt.),Northampton,Northampton,2,B,2,694,41,776
Hampshire (pt.),Northampton,Northampton,3,A,2,"1,104",100,"1,318"
Hampshire (pt.),Northampton,Northampton,3,B,2,"1,000",97,"1,200"
Hampshire (pt.),Northampton,Northampton,4,A,2,810,52,950
Hampshire (pt.),Northampton,Northampton,4,B,2,974,82,"1,134"
Hampshire (pt.),Northampton,Northampton,5,A,2,948,137,"1,125"
Hampshire (pt.),Northampton,Northampton,5,B,2,998,114,"1,155"
Hampshire (pt.),Northampton,Northampton,6,A,2,868,295,"1,225"
Hampshire (pt.),Northampton,Northampton,6,B,2,"1,033",234,"1,329"
Hampshire (pt.),Northampton,Northampton,7,A,2,"1,037",189,"1,299"
Hampshire (pt.),Northampton,Northampton,7,B,2,"1,001",210,"1,285"
Worcester (pt.),Northborough,Northborough,-,1,2,"1,335",751,"2,258"
Worcester (pt.),Northborough,Northborough,-,2,2,"1,196",714,"2,067"
Worcester (pt.),Northborough,Northborough,-,3,2,"1,319",721,"2,178"
Worcester (pt.),Northborough,Northborough,-,4,2,"1,280",778,"2,218"
Worcester (pt.),Northbridge,Northbridge,-,1,2,857,994,"2,024"
Worcester (pt.),Northbridge,Northbridge,-,2,2,903,950,"2,024"
Worcester (pt.),Northbridge,Northbridge,-,3,2,763,832,"1,736"
Worcester (pt.),Northbridge,Northbridge,-,4,2,902,"1,201","2,296"
Franklin (pt.),Northfield,Northfield,-,1,2,"1,013",533,"1,687"
Bristol (pt.),Norton,Norton,-,1,4,996,"1,035","2,167"
Bristol (pt.),Norton,Norton,-,2,4,971,977,"2,069"
Bristol (pt.),Norton,Norton,-,3,4,"1,007",876,"2,010"
Bristol (pt.),Norton,Norton,-,4,4,991,943,"2,086"
Bristol (pt.),Norton,Norton,-,5,4,590,597,"1,260"
Plymouth (pt.),Norwell,Norwell,-,1,9,"1,003",926,"2,042"
Plymouth (pt.),Norwell,Norwell,-,2,9,"1,130",991,"2,241"
Plymouth (pt.),Norwell,Norwell,-,3,9,"1,144",920,"2,209"
Norfolk (pt.),Norwood,Norwood,-,1,8,"1,081",701,"1,892"
Norfolk (pt.),Norwood,Norwood,-,2,8,"1,003",625,"1,702"
Norfolk (pt.),Norwood,Norwood,-,3,8,"1,049",620,"1,778"
Norfolk (pt.),Norwood,Norwood,-,4,8,"1,115",721,"1,947"
Norfolk (pt.),Norwood,Norwood,-,5,8,893,403,"1,375"
Norfolk (pt.),Norwood,Norwood,-,6,8,821,513,"1,411"
Norfolk (pt.),Norwood,Norwood,-,7,8,905,660,"1,648"
Norfolk (pt.),Norwood,Norwood,-,8,8,"1,116",651,"1,872"
Norfolk (pt.),Norwood,Norwood,-,9,8,"1,017",798,"1,907"
Dukes,Oak Bluffs,Oak Bluffs,-,1,9,"2,098",738,"2,967"
Worcester (pt.),Oakham,Oakham,-,1,2,435,633,"1,159"
Franklin (pt.),Orange,Orange,-,1,2,714,799,"1,669"
Franklin (pt.),Orange,Orange,-,2,2,773,751,"1,668"
Barnstable,Orleans,Orleans,-,1,9,"2,687","1,511","4,455"
Berkshire,Otis,Otis,-,1,1,431,407,899
Worcester (pt.),Oxford,Oxford,-,1,2,703,882,"1,715"
Worcester (pt.),Oxford,Oxford,-,2,2,682,907,"1,692"
Worcester (pt.),Oxford,Oxford,-,3,2,707,920,"1,772"
Worcester (pt.),Oxford,Oxford,-,4,2,652,867,"1,629"
Hampden (pt.),Palmer (pt.),Palmer,-,1,1,572,743,"1,418"
Hampden (pt.),Palmer (pt.),Palmer,-,1A,2,81,118,214
Hampden (pt.),Palmer (pt.),Palmer,-,2,1,633,863,"1,636"
Hampden (pt.),Palmer (pt.),Palmer,-,3,1,602,577,"1,284"
Hampden (pt.),Palmer (pt.),Palmer,-,4,1,587,782,"1,476"
Worcester (pt.),Paxton,Paxton,-,1,2,"1,213","1,197","2,599"
Essex (pt.),Peabody,Peabody,1,1,6,847,644,"1,594"
Essex (pt.),Peabody,Peabody,1,2,6,841,860,"1,781"
Essex (pt.),Peabody,Peabody,1,3,6,838,846,"1,776"
Essex (pt.),Peabody,Peabody,2,1,6,765,333,"1,147"
Essex (pt.),Peabody,Peabody,2,2,6,729,368,"1,141"
Essex (pt.),Peabody,Peabody,2,3,6,696,630,"1,401"
Essex (pt.),Peabody,Peabody,3,1,6,670,288,"1,005"
Essex (pt.),Peabody,Peabody,3,2,6,759,458,"1,278"
Essex (pt.),Peabody,Peabody,3,3,6,806,580,"1,456"
Essex (pt.),Peabody,Peabody,4,1,6,771,632,"1,491"
Essex (pt.),Peabody,Peabody,4,2,6,791,599,"1,454"
Essex (pt.),Peabody,Peabody,4,3,6,455,372,851
Essex (pt.),Peabody,Peabody,4,3A,6,924,410,"1,368"
Essex (pt.),Peabody,Peabody,5,1,6,834,848,"1,751"
Essex (pt.),Peabody,Peabody,5,2,6,673,692,"1,417"
Essex (pt.),Peabody,Peabody,5,3,6,784,712,"1,554"
Essex (pt.),Peabody,Peabody,6,1,6,756,928,"1,761"
Essex (pt.),Peabody,Peabody,6,2,6,734,908,"1,714"
Essex (pt.),Peabody,Peabody,6,3,6,722,928,"1,715"
Hampshire (pt.),Pelham,Pelham,-,1,2,748,98,893
Plymouth (pt.),Pembroke,Pembroke,-,1,9,"1,049","1,035","2,209"
Plymouth (pt.),Pembroke,Pembroke,-,2,9,865,927,"1,944"
Plymouth (pt.),Pembroke,Pembroke,-,3,9,893,"1,034","2,077"
Plymouth (pt.),Pembroke,Pembroke,-,4,9,948,954,"2,047"
Plymouth (pt.),Pembroke,Pembroke,-,5,9,875,963,"1,977"
Middlesex (pt.),Pepperell,Pepperell,-,1,3,965,"1,053","2,211"
Middlesex (pt.),Pepperell,Pepperell,-,2,3,"1,023","1,008","2,212"
Middlesex (pt.),Pepperell,Pepperell,-,3,3,944,"1,037","2,146"
Berkshire,Peru,Peru,-,1,1,255,207,504
Worcester (pt.),Petersham,Petersham,-,1,2,417,312,794
Worcester (pt.),Phillipston,Phillipston,-,1,2,374,550,"1,004"
Berkshire,Pittsfield,Pittsfield,1,A,1,789,309,"1,173"
Berkshire,Pittsfield,Pittsfield,1,B,1,980,366,"1,441"
Berkshire,Pittsfield,Pittsfield,2,A,1,617,143,837
Berkshire,Pittsfield,Pittsfield,2,B,1,"1,048",370,"1,500"
Berkshire,Pittsfield,Pittsfield,3,A,1,"1,233",326,"1,655"
Berkshire,Pittsfield,Pittsfield,3,B,1,"1,248",414,"1,775"
Berkshire,Pittsfield,Pittsfield,4,A,1,"1,162",402,"1,669"
Berkshire,Pittsfield,Pittsfield,4,B,1,"1,342",528,"1,967"
Berkshire,Pittsfield,Pittsfield,5,A,1,959,273,"1,325"
Berkshire,Pittsfield,Pittsfield,5,B,1,"1,030",414,"1,551"
Berkshire,Pittsfield,Pittsfield,6,A,1,"1,115",328,"1,526"
Berkshire,Pittsfield,Pittsfield,6,B,1,713,253,"1,029"
Berkshire,Pittsfield,Pittsfield,7,A,1,658,226,971
Berkshire,Pittsfield,Pittsfield,7,B,1,"1,013",419,"1,537"
Hampshire (pt.),Plainfield,Plainfield,-,1,1,263,107,401
Norfolk (pt.),Plainville,Plainville,-,1,4,797,735,"1,659"
Norfolk (pt.),Plainville,Plainville,-,2,4,710,708,"1,529"
Norfolk (pt.),Plainville,Plainville,-,3,4,709,780,"1,624"
Plymouth (pt.),Plymouth,Plymouth,-,1,9,839,643,"1,576"
Plymouth (pt.),Plymouth,Plymouth,-,2,9,"1,040",879,"2,065"
Plymouth (pt.),Plymouth,Plymouth,-,3,9,981,635,"1,730"
Plymouth (pt.),Plymouth,Plymouth,-,4,9,"1,064",769,"1,936"
Plymouth (pt.),Plymouth,Plymouth,-,5,9,"1,042","1,073","2,255"
Plymouth (pt.),Plymouth,Plymouth,-,6,9,"1,102",944,"2,198"
Plymouth (pt.),Plymouth,Plymouth,-,7,9,"1,005",953,"2,108"
Plymouth (pt.),Plymouth,Plymouth,-,8,9,"1,045","1,052","2,242"
Plymouth (pt.),Plymouth,Plymouth,-,9,9,764,903,"1,825"
Plymouth (pt.),Plymouth,Plymouth,-,10,9,677,661,"1,423"
Plymouth (pt.),Plymouth,Plymouth,-,11,9,"1,126","1,111","2,364"
Plymouth (pt.),Plymouth,Plymouth,-,12,9,963,"1,048","2,145"
Plymouth (pt.),Plymouth,Plymouth,-,13,9,"1,017",982,"2,117"
Plymouth (pt.),Plymouth,Plymouth,-,14,9,887,"1,069","2,118"
Plymouth (pt.),Plymouth,Plymouth,-,15,9,"2,050","1,587","3,828"
Plymouth (pt.),Plympton,Plympton,-,1,9,727,883,"1,752"
Worcester (pt.),Princeton,Princeton,-,1,2,"1,183",898,"2,240"
Barnstable,Provincetown,Provincetown,-,1,9,"2,082",208,"2,363"
Norfolk (pt.),Quincy,Quincy,1,1,8,883,439,"1,390"
Norfolk (pt.),Quincy,Quincy,1,2,8,743,335,"1,131"
Norfolk (pt.),Quincy,Quincy,1,3,8,912,396,"1,393"
Norfolk (pt.),Quincy,Quincy,1,4,8,907,745,"1,739"
Norfolk (pt.),Quincy,Quincy,1,5,8,978,772,"1,848"
Norfolk (pt.),Quincy,Quincy,2,1,8,872,496,"1,440"
Norfolk (pt.),Quincy,Quincy,2,2,8,812,362,"1,227"
Norfolk (pt.),Quincy,Quincy,2,3,8,398,173,598
Norfolk (pt.),Quincy,Quincy,2,3A,8,146,135,295
Norfolk (pt.),Quincy,Quincy,2,4,8,778,351,"1,184"
Norfolk (pt.),Quincy,Quincy,2,5,8,886,483,"1,446"
Norfolk (pt.),Quincy,Quincy,3,1,8,977,493,"1,569"
Norfolk (pt.),Quincy,Quincy,3,2,8,910,375,"1,361"
Norfolk (pt.),Quincy,Quincy,3,3,8,642,257,943
Norfolk (pt.),Quincy,Quincy,3,4,8,905,613,"1,590"
Norfolk (pt.),Quincy,Quincy,3,5,8,658,227,929
Norfolk (pt.),Quincy,Quincy,4,1,8,954,433,"1,448"
Norfolk (pt.),Quincy,Quincy,4,2,8,980,587,"1,637"
Norfolk (pt.),Quincy,Quincy,4,3,8,909,632,"1,592"
Norfolk (pt.),Quincy,Quincy,4,4,8,807,271,"1,132"
Norfolk (pt.),Quincy,Quincy,4,5,8,818,404,"1,297"
Norfolk (pt.),Quincy,Quincy,5,1,8,855,333,"1,258"
Norfolk (pt.),Quincy,Quincy,5,2,8,868,337,"1,263"
Norfolk (pt.),Quincy,Quincy,5,3,8,920,441,"1,420"
Norfolk (pt.),Quincy,Quincy,5,4,8,758,401,"1,229"
Norfolk (pt.),Quincy,Quincy,5,5,8,900,482,"1,465"
Norfolk (pt.),Quincy,Quincy,6,1,8,817,373,"1,254"
Norfolk (pt.),Quincy,Quincy,6,2,8,624,259,939
Norfolk (pt.),Quincy,Quincy,6,3,8,"1,013",561,"1,648"
Norfolk (pt.),Quincy,Quincy,6,4,8,827,330,"1,220"
Norfolk (pt.),Quincy,Quincy,6,5,8,"1,020",825,"1,930"
Norfolk (pt.),Randolph,Randolph,-,1,7,974,263,"1,280"
Norfolk (pt.),Randolph,Randolph,-,2,7,930,158,"1,123"
Norfolk (pt.),Randolph,Randolph,-,3,7,907,244,"1,189"
Norfolk (pt.),Randolph,Randolph,-,4,7,988,289,"1,316"
Norfolk (pt.),Randolph,Randolph,-,5,7,822,286,"1,150"
Norfolk (pt.),Randolph,Randolph,-,6,7,908,235,"1,174"
Norfolk (pt.),Randolph,Randolph,-,7,7,958,272,"1,273"
Norfolk (pt.),Randolph,Randolph,-,8,7,"1,070",196,"1,312"
Norfolk (pt.),Randolph,Randolph,-,9,7,"1,051",203,"1,288"
Norfolk (pt.),Randolph,Randolph,-,10,7,990,284,"1,305"
Norfolk (pt.),Randolph,Randolph,-,11,7,957,348,"1,357"
Norfolk (pt.),Randolph,Randolph,-,12,7,954,320,"1,334"
Bristol (pt.),Raynham,Raynham,-,1,8,762,821,"1,685"
Bristol (pt.),Raynham,Raynham,-,1A,4,105,121,248
Bristol (pt.),Raynham,Raynham,-,2,8,710,862,"1,649"
Bristol (pt.),Raynham,Raynham,-,2A,4,113,187,320
Bristol (pt.),Raynham,Raynham,-,3,4,818,969,"1,903"
Bristol (pt.),Raynham,Raynham,-,4,4,819,846,"1,769"
Middlesex (pt.),Reading,Reading,-,1,6,"1,173",811,"2,082"
Middlesex (pt.),Reading,Reading,-,2,6,"1,051",655,"1,814"
Middlesex (pt.),Reading,Reading,-,3,6,"1,189",810,"2,103"
Middlesex (pt.),Reading,Reading,-,4,6,"1,121",617,"1,839"
Middlesex (pt.),Reading,Reading,-,5,6,"1,192",544,"1,847"
Middlesex (pt.),Reading,Reading,-,6,6,893,555,"1,523"
Middlesex (pt.),Reading,Reading,-,7,6,"1,167",666,"1,949"
Middlesex (pt.),Reading,Reading,-,8,6,"1,062",715,"1,887"
Bristol (pt.),Rehoboth,Rehoboth,-,1,4,879,"1,173","2,217"
Bristol (pt.),Rehoboth,Rehoboth,-,2,4,918,"1,180","2,240"
Bristol (pt.),Rehoboth,Rehoboth,-,3,4,987,"1,221","2,333"
Suffolk (pt.),Revere,Revere,1,1,5,763,357,"1,186"
Suffolk (pt.),Revere,Revere,1,2,5,678,323,"1,026"
Suffolk (pt.),Revere,Revere,1,3,5,693,314,"1,045"
Suffolk (pt.),Revere,Revere,2,1,5,622,188,846
Suffolk (pt.),Revere,Revere,2,2,5,575,201,811
Suffolk (pt.),Revere,Revere,2,3,5,340,58,415
Suffolk (pt.),Revere,Revere,2,3A,5,120,43,167
Suffolk (pt.),Revere,Revere,3,1,5,662,423,"1,116"
Suffolk (pt.),Revere,Revere,3,2,5,694,350,"1,080"
Suffolk (pt.),Revere,Revere,3,3,5,676,406,"1,113"
Suffolk (pt.),Revere,Revere,4,1,5,698,436,"1,181"
Suffolk (pt.),Revere,Revere,4,2,5,659,351,"1,048"
Suffolk (pt.),Revere,Revere,4,3,5,699,471,"1,210"
Suffolk (pt.),Revere,Revere,5,1,5,512,413,965
Suffolk (pt.),Revere,Revere,5,1A,5,338,227,585
Suffolk (pt.),Revere,Revere,5,2,5,319,203,542
Suffolk (pt.),Revere,Revere,5,2A,5,350,122,490
Suffolk (pt.),Revere,Revere,5,3,5,688,403,"1,126"
Suffolk (pt.),Revere,Revere,6,1,5,632,664,"1,337"
Suffolk (pt.),Revere,Revere,6,2,5,656,684,"1,372"
Suffolk (pt.),Revere,Revere,6,3,5,590,258,883
Berkshire,Richmond,Richmond,-,1,1,706,218,978
Plymouth (pt.),Rochester,Rochester,-,1,9,"1,368","1,743","3,322"
Plymouth (pt.),Rockland,Rockland,-,1,9,811,753,"1,667"
Plymouth (pt.),Rockland,Rockland,-,2,9,852,829,"1,773"
Plymouth (pt.),Rockland,Rockland,-,3,9,583,515,"1,186"
Plymouth (pt.),Rockland,Rockland,-,4,9,672,633,"1,399"
Plymouth (pt.),Rockland,Rockland,-,5,9,705,774,"1,573"
Plymouth (pt.),Rockland,Rockland,-,6,9,780,809,"1,697"
Essex (pt.),Rockport,Rockport,-,1,6,773,338,"1,182"
Essex (pt.),Rockport,Rockport,-,2,6,"1,103",464,"1,668"
Essex (pt.),Rockport,Rockport,-,3,6,"1,246",569,"1,947"
Franklin (pt.),Rowe,Rowe,-,1,1,122,99,235
Essex (pt.),Rowley,Rowley,-,1,6,"1,679","1,809","3,762"
Worcester (pt.),Royalston,Royalston,-,1,2,193,179,403
Worcester (pt.),Royalston,Royalston,-,2,2,121,142,280
Hampden (pt.),Russell,Russell,-,1,1,278,480,821
Worcester (pt.),Rutland,Rutland,-,1,2,624,778,"1,526"
Worcester (pt.),Rutland,Rutland,-,2,2,693,844,"1,678"
Worcester (pt.),Rutland,Rutland,-,3,2,705,722,"1,563"
Essex (pt.),Salem,Salem,1,1,6,"1,270",468,"1,849"
Essex (pt.),Salem,Salem,1,2,6,836,83,952
Essex (pt.),Salem,Salem,2,1,6,"1,332",350,"1,791"
Essex (pt.),Salem,Salem,2,2,6,"1,428",298,"1,838"
Essex (pt.),Salem,Salem,3,1,6,939,329,"1,348"
Essex (pt.),Salem,Salem,3,2,6,902,476,"1,431"
Essex (pt.),Salem,Salem,4,1,6,941,503,"1,516"
Essex (pt.),Salem,Salem,4,2,6,890,590,"1,552"
Essex (pt.),Salem,Salem,5,1,6,"1,145",392,"1,622"
Essex (pt.),Salem,Salem,5,2,6,"1,066",277,"1,427"
Essex (pt.),Salem,Salem,6,1,6,"1,102",459,"1,671"
Essex (pt.),Salem,Salem,6,2,6,972,402,"1,464"
Essex (pt.),Salem,Salem,7,1,6,"1,067",366,"1,513"
Essex (pt.),Salem,Salem,7,2,6,"1,060",465,"1,585"
Essex (pt.),Salisbury,Salisbury,-,1,6,825,740,"1,668"
Essex (pt.),Salisbury,Salisbury,-,2,6,726,726,"1,544"
Essex (pt.),Salisbury,Salisbury,-,3,6,547,783,"1,422"
Berkshire,Sandisfield,Sandisfield,-,1,1,254,190,478
Barnstable,Sandwich,Sandwich,-,1,9,"1,247",988,"2,342"
Barnstable,Sandwich,Sandwich,-,2,9,"1,160",990,"2,249"
Barnstable,Sandwich,Sandwich,-,3,9,967,937,"2,019"
Barnstable,Sandwich,Sandwich,-,4,9,946,"1,011","2,063"
Barnstable,Sandwich,Sandwich,-,5,9,899,936,"1,960"
Barnstable,Sandwich,Sandwich,-,6,9,798,984,"1,883"
Essex (pt.),Saugus,Saugus,-,1,6,631,642,"1,332"
Essex (pt.),Saugus,Saugus,-,2,6,658,662,"1,382"
Essex (pt.),Saugus,Saugus,-,3,6,643,671,"1,391"
Essex (pt.),Saugus,Saugus,-,4,6,565,650,"1,252"
Essex (pt.),Saugus,Saugus,-,5,6,615,897,"1,577"
Essex (pt.),Saugus,Saugus,-,6,6,677,700,"1,448"
Essex (pt.),Saugus,Saugus,-,7,6,613,898,"1,561"
Essex (pt.),Saugus,Saugus,-,8,6,673,712,"1,443"
Essex (pt.),Saugus,Saugus,-,9,6,681,838,"1,562"
Essex (pt.),Saugus,Saugus,-,10,6,629,635,"1,302"
Berkshire,Savoy,Savoy,-,1,1,184,163,382
Plymouth (pt.),Scituate,Scituate,-,1,8,"1,064",827,"2,014"
Plymouth (pt.),Scituate,Scituate,-,2,8,"1,054",764,"1,931"
Plymouth (pt.),Scituate,Scituate,-,3,8,"1,132",689,"1,929"
Plymouth (pt.),Scituate,Scituate,-,4,8,"1,065",812,"1,987"
Plymouth (pt.),Scituate,Scituate,-,5,8,"1,119",653,"1,904"
Plymouth (pt.),Scituate,Scituate,-,6,8,"1,078",712,"1,892"
Bristol (pt.),Seekonk,Seekonk,-,1,4,823,932,"1,863"
Bristol (pt.),Seekonk,Seekonk,-,2,4,"1,018",963,"2,110"
Bristol (pt.),Seekonk,Seekonk,-,3,4,907,846,"1,840"
Bristol (pt.),Seekonk,Seekonk,-,4,4,915,831,"1,850"
Norfolk (pt.),Sharon,Sharon,-,1,4,"1,557",438,"2,112"
Norfolk (pt.),Sharon,Sharon,-,2,4,"1,374",504,"1,952"
Norfolk (pt.),Sharon,Sharon,-,3,4,"1,535",512,"2,169"
Norfolk (pt.),Sharon,Sharon,-,4,4,"1,480",449,"2,039"
Norfolk (pt.),Sharon,Sharon,-,5,4,"1,273",544,"1,922"
Berkshire,Sheffield,Sheffield,-,1,1,"1,242",530,"1,898"
Franklin (pt.),Shelburne,Shelburne,-,1,1,821,230,"1,151"
Middlesex (pt.),Sherborn,Sherborn,-,1,5,"1,766",617,"2,603"
Middlesex (pt.),Shirley,Shirley,-,1,3,"1,637","1,432","3,332"
Worcester (pt.),Shrewsbury,Shrewsbury,-,1,2,"1,214",885,"2,236"
Worcester (pt.),Shrewsbury,Shrewsbury,-,2,2,967,639,"1,697"
Worcester (pt.),Shrewsbury,Shrewsbury,-,3,2,838,586,"1,516"
Worcester (pt.),Shrewsbury,Shrewsbury,-,4,2,"1,007",702,"1,819"
Worcester (pt.),Shrewsbury,Shrewsbury,-,5,2,999,532,"1,630"
Worcester (pt.),Shrewsbury,Shrewsbury,-,6,2,"1,131",692,"1,939"
Worcester (pt.),Shrewsbury,Shrewsbury,-,7,2,"1,234",860,"2,242"
Worcester (pt.),Shrewsbury,Shrewsbury,-,8,2,"1,262",808,"2,196"
Worcester (pt.),Shrewsbury,Shrewsbury,-,9,2,875,454,"1,391"
Worcester (pt.),Shrewsbury,Shrewsbury,-,10,2,"1,093",650,"1,853"
Franklin (pt.),Shutesbury,Shutesbury,-,1,2,980,142,"1,243"
Bristol (pt.),Somerset,Somerset,-,1,4,993,958,"2,052"
Bristol (pt.),Somerset,Somerset,-,2,4,"1,070",972,"2,130"
Bristol (pt.),Somerset,Somerset,-,3,4,"1,076",912,"2,095"
Bristol (pt.),Somerset,Somerset,-,4,4,903,855,"1,846"
Bristol (pt.),Somerset,Somerset,-,5,4,859,869,"1,843"
Middlesex (pt.),Somerville,Somerville,1,1,7,"1,032",199,"1,293"
Middlesex (pt.),Somerville,Somerville,1,2,7,"1,318",293,"1,694"
Middlesex (pt.),Somerville,Somerville,1,3,7,"1,041",193,"1,290"
Middlesex (pt.),Somerville,Somerville,2,1,7,"1,617",133,"1,843"
Middlesex (pt.),Somerville,Somerville,2,2,7,"1,915",147,"2,172"
Middlesex (pt.),Somerville,Somerville,2,3,7,"1,797",176,"2,101"
Middlesex (pt.),Somerville,Somerville,3,1,7,"1,598",163,"1,834"
Middlesex (pt.),Somerville,Somerville,3,2,7,"1,652",202,"1,948"
Middlesex (pt.),Somerville,Somerville,3,3,7,"1,903",175,"2,189"
Middlesex (pt.),Somerville,Somerville,4,1,7,"1,054",231,"1,330"
Middlesex (pt.),Somerville,Somerville,4,2,7,"1,243",190,"1,517"
Middlesex (pt.),Somerville,Somerville,4,3,7,"1,432",233,"1,746"
Middlesex (pt.),Somerville,Somerville,5,1,7,"1,643",260,"2,011"
Middlesex (pt.),Somerville,Somerville,5,2,7,"1,956",227,"2,302"
Middlesex (pt.),Somerville,Somerville,5,3,7,"2,000",182,"2,292"
Middlesex (pt.),Somerville,Somerville,6,1,7,"2,183",159,"2,471"
Middlesex (pt.),Somerville,Somerville,6,2,7,"2,012",179,"2,324"
Middlesex (pt.),Somerville,Somerville,6,3,7,"1,270",120,"1,462"
Middlesex (pt.),Somerville,Somerville,7,1,7,"1,974",203,"2,279"
Middlesex (pt.),Somerville,Somerville,7,2,7,"1,535",171,"1,778"
Middlesex (pt.),Somerville,Somerville,7,3,7,"1,565",292,"1,942"
Hampshire (pt.),South Hadley,S. Hadley,-,A,1,"1,053",645,"1,832"
Hampshire (pt.),South Hadley,S. Hadley,-,B,1,"1,161",715,"1,982"
Hampshire (pt.),South Hadley,S. Hadley,-,C,1,"1,016",815,"1,975"
Hampshire (pt.),South Hadley,S. Hadley,-,D,1,812,344,"1,214"
Hampshire (pt.),South Hadley,S. Hadley,-,E,1,"1,166",735,"2,022"
