County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Clinton,Trump,Total
Essex (pt.),Ipswich,Ipswich,-,1,6,"1,337",605,"2,070"
Essex (pt.),Ipswich,Ipswich,-,2,6,"1,354",770,"2,306"
Essex (pt.),Ipswich,Ipswich,-,3,6,"1,029",867,"2,052"
Essex (pt.),Ipswich,Ipswich,-,4,6,"1,219",771,"2,121"
Plymouth (pt.),Kingston,Kingston,-,1,9,849,792,"1,757"
Plymouth (pt.),Kingston,Kingston,-,2,9,921,992,"2,020"
Plymouth (pt.),Kingston,Kingston,-,3,9,897,985,"2,018"
Plymouth (pt.),Kingston,Kingston,-,4,9,804,810,"1,720"
Plymouth (pt.),Lakeville,Lakeville,-,1,4,783,"1,037","1,945"
Plymouth (pt.),Lakeville,Lakeville,-,2,4,774,"1,158","2,065"
Plymouth (pt.),Lakeville,Lakeville,-,3,4,909,"1,179","2,231"
Worcester (pt.),Lancaster,Lancaster,-,1,3,883,801,"1,865"
Worcester (pt.),Lancaster,Lancaster,-,2,3,967,850,"1,979"
Berkshire,Lanesborough,Lanesborough,-,1,1,998,597,"1,704"
Essex (pt.),Lawrence,Lawrence,A,1,3,869,166,"1,068"
Essex (pt.),Lawrence,Lawrence,A,2,3,729,71,817
Essex (pt.),Lawrence,Lawrence,A,3,3,730,208,976
Essex (pt.),Lawrence,Lawrence,A,4,3,864,122,"1,017"
Essex (pt.),Lawrence,Lawrence,B,1,3,962,119,"1,108"
Essex (pt.),Lawrence,Lawrence,B,2,3,788,51,851
Essex (pt.),Lawrence,Lawrence,B,3,3,877,100,999
Essex (pt.),Lawrence,Lawrence,B,4,3,"1,131",57,"1,205"
Essex (pt.),Lawrence,Lawrence,C,1,3,743,78,845
Essex (pt.),Lawrence,Lawrence,C,2,3,915,205,"1,169"
Essex (pt.),Lawrence,Lawrence,C,3,3,748,37,795
Essex (pt.),Lawrence,Lawrence,C,4,3,858,80,950
Essex (pt.),Lawrence,Lawrence,D,1,3,859,164,"1,048"
Essex (pt.),Lawrence,Lawrence,D,2,3,764,51,833
Essex (pt.),Lawrence,Lawrence,D,3,3,642,60,714
Essex (pt.),Lawrence,Lawrence,D,4,3,690,51,759
Essex (pt.),Lawrence,Lawrence,E,1,3,937,471,"1,457"
Essex (pt.),Lawrence,Lawrence,E,2,3,916,436,"1,417"
Essex (pt.),Lawrence,Lawrence,E,3,3,759,184,982
Essex (pt.),Lawrence,Lawrence,E,4,3,841,156,"1,036"
Essex (pt.),Lawrence,Lawrence,F,1,3,879,365,"1,303"
Essex (pt.),Lawrence,Lawrence,F,2,3,748,65,833
Essex (pt.),Lawrence,Lawrence,F,3,3,781,91,902
Essex (pt.),Lawrence,Lawrence,F,4,3,822,147,999
Berkshire,Lee,Lee,-,1,1,"1,969",852,"3,022"
Worcester (pt.),Leicester,Leicester,-,1,2,619,775,"1,492"
Worcester (pt.),Leicester,Leicester,-,2,2,640,669,"1,391"
Worcester (pt.),Leicester,Leicester,-,3,2,562,718,"1,384"
Worcester (pt.),Leicester,Leicester,-,4,2,602,663,"1,371"
Berkshire,Lenox,Lenox,-,1,1,"2,234",572,"2,992"
Worcester (pt.),Leominster,Leominster,1,A,2,734,714,"1,573"
Worcester (pt.),Leominster,Leominster,1,B,2,709,642,"1,453"
Worcester (pt.),Leominster,Leominster,1,C,2,642,446,"1,171"
Worcester (pt.),Leominster,Leominster,2,A,2,603,315,990
Worcester (pt.),Leominster,Leominster,2,B,2,629,535,"1,240"
Worcester (pt.),Leominster,Leominster,2,C,2,423,315,806
Worcester (pt.),Leominster,Leominster,3,A,2,564,402,"1,029"
Worcester (pt.),Leominster,Leominster,3,B,2,743,644,"1,478"
Worcester (pt.),Leominster,Leominster,3,C,2,831,760,"1,706"
Worcester (pt.),Leominster,Leominster,4,A,2,726,756,"1,593"
Worcester (pt.),Leominster,Leominster,4,B,2,690,714,"1,505"
Worcester (pt.),Leominster,Leominster,4,C,2,551,462,"1,095"
Worcester (pt.),Leominster,Leominster,5,A,2,629,501,"1,212"
Worcester (pt.),Leominster,Leominster,5,B,2,786,621,"1,505"
Worcester (pt.),Leominster,Leominster,5,C,2,580,372,"1,021"
Franklin (pt.),Leverett,Leverett,-,1,2,996,185,"1,261"
Middlesex (pt.),Lexington,Lexington,-,1,5,"1,334",298,"1,733"
Middlesex (pt.),Lexington,Lexington,-,2,5,"1,823",317,"2,239"
Middlesex (pt.),Lexington,Lexington,-,3,5,"1,393",280,"1,734"
Middlesex (pt.),Lexington,Lexington,-,4,5,"1,668",343,"2,103"
Middlesex (pt.),Lexington,Lexington,-,5,5,"1,571",471,"2,149"
Middlesex (pt.),Lexington,Lexington,-,6,5,"1,560",383,"2,041"
Middlesex (pt.),Lexington,Lexington,-,7,5,"1,546",415,"2,052"
Middlesex (pt.),Lexington,Lexington,-,8,5,"1,482",371,"1,956"
Middlesex (pt.),Lexington,Lexington,-,9,5,"1,523",401,"2,026"
Franklin (pt.),Leyden,Leyden,-,1,1,306,139,488
Middlesex (pt.),Lincoln,Lincoln,-,1,5,"1,873",334,"2,329"
Middlesex (pt.),Lincoln,Lincoln,-,2,5,"1,123",291,"1,519"
Middlesex (pt.),Littleton,Littleton,-,1,3,"1,246",691,"2,083"
Middlesex (pt.),Littleton,Littleton,-,2,3,"1,145",651,"1,947"
Middlesex (pt.),Littleton,Littleton,-,3,3,"1,054",534,"1,740"
Hampden (pt.),Longmeadow,Longmeadow,-,A,1,"1,125",624,"1,851"
Hampden (pt.),Longmeadow,Longmeadow,-,B,1,"1,028",616,"1,762"
Hampden (pt.),Longmeadow,Longmeadow,-,C,1,"1,055",782,"1,981"
Hampden (pt.),Longmeadow,Longmeadow,-,D,1,"1,013",806,"1,900"
Hampden (pt.),Longmeadow,Longmeadow,-,E,1,"1,090",629,"1,814"
Middlesex (pt.),Lowell,Lowell,1,1,3,718,218,981
Middlesex (pt.),Lowell,Lowell,1,2,3,"1,063",847,"2,019"
Middlesex (pt.),Lowell,Lowell,1,3,3,987,612,"1,706"
Middlesex (pt.),Lowell,Lowell,2,1,3,541,108,699
Middlesex (pt.),Lowell,Lowell,2,2,3,884,122,"1,035"
Middlesex (pt.),Lowell,Lowell,2,3,3,"1,069",175,"1,337"
Middlesex (pt.),Lowell,Lowell,3,1,3,674,283,"1,015"
Middlesex (pt.),Lowell,Lowell,3,2,3,649,173,869
Middlesex (pt.),Lowell,Lowell,3,3,3,585,201,846
Middlesex (pt.),Lowell,Lowell,4,1,3,840,301,"1,201"
Middlesex (pt.),Lowell,Lowell,4,2,3,573,154,750
Middlesex (pt.),Lowell,Lowell,4,3,3,605,172,816
Middlesex (pt.),Lowell,Lowell,5,1,3,598,366,"1,035"
Middlesex (pt.),Lowell,Lowell,5,2,3,583,236,863
Middlesex (pt.),Lowell,Lowell,5,3,3,640,466,"1,182"
Middlesex (pt.),Lowell,Lowell,6,1,3,738,566,"1,379"
Middlesex (pt.),Lowell,Lowell,6,2,3,799,558,"1,432"
Middlesex (pt.),Lowell,Lowell,6,3,3,777,498,"1,342"
Middlesex (pt.),Lowell,Lowell,7,1,3,598,187,835
Middlesex (pt.),Lowell,Lowell,7,2,3,745,141,940
Middlesex (pt.),Lowell,Lowell,7,3,3,501,149,671
Middlesex (pt.),Lowell,Lowell,8,1,3,703,257,"1,017"
Middlesex (pt.),Lowell,Lowell,8,2,3,792,369,"1,225"
Middlesex (pt.),Lowell,Lowell,8,3,3,968,575,"1,625"
Middlesex (pt.),Lowell,Lowell,9,1,3,632,300,981
Middlesex (pt.),Lowell,Lowell,9,2,3,813,436,"1,319"
Middlesex (pt.),Lowell,Lowell,9,3,3,747,381,"1,207"
Middlesex (pt.),Lowell,Lowell,10,1,3,716,262,"1,033"
Middlesex (pt.),Lowell,Lowell,10,2,3,495,160,685
Middlesex (pt.),Lowell,Lowell,10,3,3,416,119,567
Middlesex (pt.),Lowell,Lowell,11,1,3,707,329,"1,094"
Middlesex (pt.),Lowell,Lowell,11,2,3,656,495,"1,228"
Middlesex (pt.),Lowell,Lowell,11,3,3,743,368,"1,194"
Hampden (pt.),Ludlow,Ludlow,-,1,1,814,838,"1,762"
Hampden (pt.),Ludlow,Ludlow,-,2,1,653,581,"1,318"
Hampden (pt.),Ludlow,Ludlow,-,3,1,713,"1,116","1,936"
Hampden (pt.),Ludlow,Ludlow,-,4,1,828,800,"1,707"
Hampden (pt.),Ludlow,Ludlow,-,5,1,569,688,"1,325"
Hampden (pt.),Ludlow,Ludlow,-,6,1,906,"1,074","2,086"
Worcester (pt.),Lunenburg,Lunenburg,-,A,3,754,727,"1,606"
Worcester (pt.),Lunenburg,Lunenburg,-,B,3,726,600,"1,435"
Worcester (pt.),Lunenburg,Lunenburg,-,C,3,753,799,"1,674"
Worcester (pt.),Lunenburg,Lunenburg,-,D,3,709,676,"1,494"
Essex (pt.),Lynn,Lynn,1,1,6,930,870,"1,875"
Essex (pt.),Lynn,Lynn,1,2,6,976,851,"1,938"
Essex (pt.),Lynn,Lynn,1,3,6,957,648,"1,681"
Essex (pt.),Lynn,Lynn,1,4,6,968,539,"1,572"
Essex (pt.),Lynn,Lynn,2,1,6,"1,075",735,"1,894"
Essex (pt.),Lynn,Lynn,2,2,6,687,237,958
Essex (pt.),Lynn,Lynn,2,3,6,689,125,842
Essex (pt.),Lynn,Lynn,2,4,6,653,172,870
Essex (pt.),Lynn,Lynn,3,1,6,839,446,"1,348"
Essex (pt.),Lynn,Lynn,3,2,6,891,266,"1,205"
Essex (pt.),Lynn,Lynn,3,3,6,809,291,"1,160"
Essex (pt.),Lynn,Lynn,3,4,6,"1,003",298,"1,372"
Essex (pt.),Lynn,Lynn,4,1,6,564,86,668
Essex (pt.),Lynn,Lynn,4,2,6,607,99,730
Essex (pt.),Lynn,Lynn,4,3,6,782,202,"1,014"
Essex (pt.),Lynn,Lynn,4,4,6,900,313,"1,260"
Essex (pt.),Lynn,Lynn,5,1,6,762,336,"1,145"
Essex (pt.),Lynn,Lynn,5,2,6,522,91,635
Essex (pt.),Lynn,Lynn,5,3,6,638,94,756
Essex (pt.),Lynn,Lynn,5,4,6,938,306,"1,289"
Essex (pt.),Lynn,Lynn,6,1,6,667,206,915
Essex (pt.),Lynn,Lynn,6,2,6,519,103,647
Essex (pt.),Lynn,Lynn,6,3,6,659,150,828
Essex (pt.),Lynn,Lynn,6,4,6,636,165,822
Essex (pt.),Lynn,Lynn,7,1,6,"1,070",547,"1,679"
Essex (pt.),Lynn,Lynn,7,2,6,939,421,"1,437"
Essex (pt.),Lynn,Lynn,7,3,6,690,337,"1,070"
Essex (pt.),Lynn,Lynn,7,4,6,794,377,"1,220"
Essex (pt.),Lynnfield,Lynnfield,-,1,6,829,915,"1,845"
Essex (pt.),Lynnfield,Lynnfield,-,2,6,888,932,"1,905"
Essex (pt.),Lynnfield,Lynnfield,-,3,6,721,903,"1,703"
Essex (pt.),Lynnfield,Lynnfield,-,4,6,800,"1,079","1,983"
Middlesex (pt.),Malden,Malden,1,1,5,884,213,"1,153"
Middlesex (pt.),Malden,Malden,1,2,5,"1,025",357,"1,452"
Middlesex (pt.),Malden,Malden,2,1,5,856,264,"1,167"
Middlesex (pt.),Malden,Malden,2,2,5,908,458,"1,422"
Middlesex (pt.),Malden,Malden,3,1,5,"1,182",358,"1,614"
Middlesex (pt.),Malden,Malden,3,2,5,"1,269",462,"1,834"
Middlesex (pt.),Malden,Malden,4,1,5,829,243,"1,126"
Middlesex (pt.),Malden,Malden,4,2,5,694,186,919
Middlesex (pt.),Malden,Malden,5,1,5,"1,018",313,"1,380"
Middlesex (pt.),Malden,Malden,5,2,5,"1,244",515,"1,848"
Middlesex (pt.),Malden,Malden,6,1,5,"1,067",444,"1,574"
Middlesex (pt.),Malden,Malden,6,2,5,987,401,"1,454"
Middlesex (pt.),Malden,Malden,7,1,5,941,216,"1,190"
Middlesex (pt.),Malden,Malden,7,2,5,972,295,"1,311"
Middlesex (pt.),Malden,Malden,8,1,5,"1,034",457,"1,565"
Middlesex (pt.),Malden,Malden,8,2,5,935,356,"1,350"
Essex (pt.),Manchester-by-the-Sea,Manchester-by-the-Sea,-,1,6,"2,249",954,"3,464"
Bristol (pt.),Mansfield,Mansfield,-,1,4,"1,142",952,"2,228"
Bristol (pt.),Mansfield,Mansfield,-,2,4,"1,142",903,"2,192"
Bristol (pt.),Mansfield,Mansfield,-,3,4,"1,239",961,"2,337"
Bristol (pt.),Mansfield,Mansfield,-,4,4,"1,168",848,"2,145"
Bristol (pt.),Mansfield,Mansfield,-,5,4,"1,056",702,"1,901"
Bristol (pt.),Mansfield,Mansfield,-,6,4,"1,132",707,"1,988"
Essex (pt.),Marblehead,Marblehead,-,1,6,"1,420",614,"2,156"
Essex (pt.),Marblehead,Marblehead,-,2,6,"1,440",629,"2,218"
Essex (pt.),Marblehead,Marblehead,-,3,6,"1,235",623,"1,976"
Essex (pt.),Marblehead,Marblehead,-,4,6,"1,376",674,"2,186"
Essex (pt.),Marblehead,Marblehead,-,5,6,"1,322",608,"2,039"
Essex (pt.),Marblehead,Marblehead,-,6,6,"1,318",611,"2,077"
Plymouth (pt.),Marion,Marion,-,1,9,"1,861","1,159","3,220"
Middlesex (pt.),Marlborough,Marlborough,1,1,3,761,352,"1,161"
Middlesex (pt.),Marlborough,Marlborough,1,2,3,994,563,"1,648"
Middlesex (pt.),Marlborough,Marlborough,2,1,3,813,492,"1,411"
Middlesex (pt.),Marlborough,Marlborough,2,2,3,772,391,"1,236"
Middlesex (pt.),Marlborough,Marlborough,3,1,3,589,309,982
Middlesex (pt.),Marlborough,Marlborough,3,2,3,"1,004",562,"1,663"
Middlesex (pt.),Marlborough,Marlborough,4,1,3,473,275,805
Middlesex (pt.),Marlborough,Marlborough,4,2,3,872,554,"1,535"
Middlesex (pt.),Marlborough,Marlborough,5,1,3,598,266,918
Middlesex (pt.),Marlborough,Marlborough,5,2,3,822,457,"1,387"
Middlesex (pt.),Marlborough,Marlborough,6,1,3,646,318,"1,033"
Middlesex (pt.),Marlborough,Marlborough,6,2,3,865,608,"1,577"
Middlesex (pt.),Marlborough,Marlborough,7,1,3,701,406,"1,166"
Middlesex (pt.),Marlborough,Marlborough,7,2,3,667,406,"1,157"
Plymouth (pt.),Marshfield,Marshfield,-,1,9,"1,083","1,070","2,275"
Plymouth (pt.),Marshfield,Marshfield,-,2,9,"1,034","1,083","2,249"
Plymouth (pt.),Marshfield,Marshfield,-,3,9,"1,036",957,"2,119"
Plymouth (pt.),Marshfield,Marshfield,-,4,9,"1,041",936,"2,070"
Plymouth (pt.),Marshfield,Marshfield,-,5,9,921,933,"1,979"
Plymouth (pt.),Marshfield,Marshfield,-,6,9,"1,118","1,145","2,413"
Plymouth (pt.),Marshfield,Marshfield,-,7,9,"1,110","1,091","2,331"
Barnstable,Mashpee,Mashpee,-,1,9,"1,128",824,"2,051"
Barnstable,Mashpee,Mashpee,-,2,9,804,720,"1,608"
Barnstable,Mashpee,Mashpee,-,3,9,710,640,"1,442"
Barnstable,Mashpee,Mashpee,-,4,9,890,674,"1,653"
Barnstable,Mashpee,Mashpee,-,5,9,916,981,"1,999"
Plymouth (pt.),Mattapoisett,Mattapoisett,-,1,9,"2,125","1,820","4,160"
Middlesex (pt.),Maynard,Maynard,-,1,3,982,446,"1,528"
Middlesex (pt.),Maynard,Maynard,-,2,3,981,354,"1,420"
Middlesex (pt.),Maynard,Maynard,-,3,3,981,434,"1,525"
Middlesex (pt.),Maynard,Maynard,-,4,3,916,437,"1,438"
Norfolk (pt.),Medfield,Medfield,-,1,4,"1,130",603,"1,843"
Norfolk (pt.),Medfield,Medfield,-,2,4,"1,109",597,"1,834"
Norfolk (pt.),Medfield,Medfield,-,3,4,"1,141",581,"1,861"
Norfolk (pt.),Medfield,Medfield,-,4,4,"1,029",619,"1,759"
Middlesex (pt.),Medford,Medford,1,1,5,"1,221",499,"1,788"
Middlesex (pt.),Medford,Medford,1,2,5,"1,319",513,"1,918"
Middlesex (pt.),Medford,Medford,2,1,5,"1,198",626,"1,908"
Middlesex (pt.),Medford,Medford,2,2,5,"1,187",738,"2,010"
Middlesex (pt.),Medford,Medford,3,1,5,"1,376",670,"2,132"
Middlesex (pt.),Medford,Medford,3,2,5,"1,339",725,"2,161"
Middlesex (pt.),Medford,Medford,4,1,5,"1,013",167,"1,233"
Middlesex (pt.),Medford,Medford,4,2,5,"1,483",441,"2,042"
Middlesex (pt.),Medford,Medford,5,1,5,"1,447",350,"1,893"
Middlesex (pt.),Medford,Medford,5,2,5,"1,246",294,"1,595"
Middlesex (pt.),Medford,Medford,6,1,5,"1,793",344,"2,222"
Middlesex (pt.),Medford,Medford,6,2,5,"1,378",533,"1,981"
Middlesex (pt.),Medford,Medford,7,1,5,891,274,"1,205"
Middlesex (pt.),Medford,Medford,7,2,5,"1,122",426,"1,612"
Middlesex (pt.),Medford,Medford,8,1,5,"1,457",574,"2,129"
Middlesex (pt.),Medford,Medford,8,2,5,"1,220",497,"1,807"
Norfolk (pt.),Medway,Medway,-,1,4,918,755,"1,777"
Norfolk (pt.),Medway,Medway,-,2,4,"1,030",707,"1,886"
Norfolk (pt.),Medway,Medway,-,3,4,"1,046",727,"1,901"
Norfolk (pt.),Medway,Medway,-,4,4,"1,015",759,"1,918"
Middlesex (pt.),Melrose,Melrose,1,1,5,836,304,"1,212"
Middlesex (pt.),Melrose,Melrose,1,2,5,806,282,"1,154"
Middlesex (pt.),Melrose,Melrose,2,1,5,760,422,"1,256"
Middlesex (pt.),Melrose,Melrose,2,2,5,745,339,"1,133"
Middlesex (pt.),Melrose,Melrose,3,1,5,811,310,"1,174"
Middlesex (pt.),Melrose,Melrose,3,2,5,714,327,"1,099"
Middlesex (pt.),Melrose,Melrose,4,1,5,762,304,"1,122"
Middlesex (pt.),Melrose,Melrose,4,2,5,719,516,"1,308"
Middlesex (pt.),Melrose,Melrose,5,1,5,812,297,"1,165"
Middlesex (pt.),Melrose,Melrose,5,2,5,759,299,"1,109"
Middlesex (pt.),Melrose,Melrose,6,1,5,759,275,"1,079"
Middlesex (pt.),Melrose,Melrose,6,2,5,730,416,"1,211"
Middlesex (pt.),Melrose,Melrose,7,1,5,715,369,"1,156"
Middlesex (pt.),Melrose,Melrose,7,2,5,759,372,"1,191"
Worcester (pt.),Mendon,Mendon,-,1,2,"1,530","1,694","3,468"
Essex (pt.),Merrimac,Merrimac,-,1,6,923,770,"1,826"
Essex (pt.),Merrimac,Merrimac,-,2,6,972,852,"1,974"
Essex (pt.),Methuen,Methuen,-,1,3,994,821,"1,892"
Essex (pt.),Methuen,Methuen,-,2,3,935,192,"1,161"
Essex (pt.),Methuen,Methuen,-,3,3,937,773,"1,794"
Essex (pt.),Methuen,Methuen,-,4,3,961,778,"1,823"
Essex (pt.),Methuen,Methuen,-,5,3,977,600,"1,644"
Essex (pt.),Methuen,Methuen,-,6,3,"1,041",670,"1,799"
Essex (pt.),Methuen,Methuen,-,7,3,"1,004",996,"2,103"
Essex (pt.),Methuen,Methuen,-,8,3,"1,001","1,336","2,460"
Essex (pt.),Methuen,Methuen,-,9,3,884,"1,086","2,054"
Essex (pt.),Methuen,Methuen,-,10,3,"1,066",741,"1,897"
Essex (pt.),Methuen,Methuen,-,11,3,991,"1,241","2,351"
Essex (pt.),Methuen,Methuen,-,12,3,871,"1,001","1,966"
Plymouth (pt.),Middleborough,Middleborough,-,1,9,"1,049","1,417","2,598"
Plymouth (pt.),Middleborough,Middleborough,-,2,9,767,857,"1,762"
Plymouth (pt.),Middleborough,Middleborough,-,3,9,860,"1,236","2,236"
Plymouth (pt.),Middleborough,Middleborough,-,4,9,692,818,"1,651"
Plymouth (pt.),Middleborough,Middleborough,-,5,9,783,"1,243","2,182"
Plymouth (pt.),Middleborough,Middleborough,-,6,9,686,"1,012","1,831"
Hampshire (pt.),Middlefield,Middlefield,-,1,1,155,115,296
Essex (pt.),Middleton,Middleton,-,1,6,"1,069","1,315","2,500"
Essex (pt.),Middleton,Middleton,-,2,6,"1,090","1,348","2,547"
Worcester (pt.),Milford,Milford,-,1,4,611,432,"1,110"
Worcester (pt.),Milford,Milford,-,2,4,908,600,"1,609"
Worcester (pt.),Milford,Milford,-,3,4,849,671,"1,602"
Worcester (pt.),Milford,Milford,-,4,4,778,465,"1,325"
Worcester (pt.),Milford,Milford,-,5,4,"1,131",887,"2,123"
Worcester (pt.),Milford,Milford,-,6,4,960,648,"1,699"
Worcester (pt.),Milford,Milford,-,7,4,"1,074",811,"2,001"
Worcester (pt.),Milford,Milford,-,8,4,"1,059",723,"1,898"
Worcester (pt.),Millbury,Millbury,-,1,2,749,815,"1,680"
Worcester (pt.),Millbury,Millbury,-,2,2,888,"1,042","2,038"
Worcester (pt.),Millbury,Millbury,-,3,2,782,832,"1,756"
Worcester (pt.),Millbury,Millbury,-,4,2,743,756,"1,610"
Norfolk (pt.),Millis,Millis,-,1,4,864,636,"1,608"
Norfolk (pt.),Millis,Millis,-,2,4,882,615,"1,628"
Norfolk (pt.),Millis,Millis,-,3,4,874,639,"1,641"
Worcester (pt.),Millville,Millville,-,1,2,624,874,"1,629"
Norfolk (pt.),Milton (pt.),Milton,-,1,7,"1,303",211,"1,581"
Norfolk (pt.),Milton (pt.),Milton,-,2,8,"1,376",235,"1,688"
Norfolk (pt.),Milton (pt.),Milton,-,3,8,"1,230",446,"1,772"
Norfolk (pt.),Milton (pt.),Milton,-,4,8,"1,224",349,"1,643"
Norfolk (pt.),Milton (pt.),Milton,-,5,7,897,330,"1,290"
Norfolk (pt.),Milton (pt.),Milton,-,6,8,"1,009",636,"1,738"
Norfolk (pt.),Milton (pt.),Milton,-,7,8,907,556,"1,558"
Norfolk (pt.),Milton (pt.),Milton,-,8,8,966,637,"1,673"
Norfolk (pt.),Milton (pt.),Milton,-,9,8,873,697,"1,653"
Norfolk (pt.),Milton (pt.),Milton,-,10,7,967,189,"1,186"
Franklin (pt.),Monroe,Monroe,-,1,1,25,26,58
Hampden (pt.),Monson,Monson,-,A,1,625,784,"1,513"
Hampden (pt.),Monson,Monson,-,B,1,622,736,"1,482"
Hampden (pt.),Monson,Monson,-,C,1,675,739,"1,539"
Franklin (pt.),Montague,Montague,-,1,2,729,182,973
Franklin (pt.),Montague,Montague,-,2,2,418,206,730
Franklin (pt.),Montague,Montague,-,3,2,411,218,679
Franklin (pt.),Montague,Montague,-,4,2,490,208,759
Franklin (pt.),Montague,Montague,-,5,2,388,91,533
Franklin (pt.),Montague,Montague,-,6,2,422,190,673
Berkshire,Monterey,Monterey,-,1,1,417,88,537
Hampden (pt.),Montgomery,Montgomery,-,1,1,199,281,524
Berkshire,Mount Washington,Mount Washington,-,1,1,76,19,104
Essex (pt.),Nahant,Nahant,-,1,6,"1,347",864,"2,321"
Nantucket,Nantucket,Nantucket,-,1,9,"4,146","1,892","6,406"
Middlesex (pt.),Natick,Natick,-,1,5,974,260,"1,315"
Middlesex (pt.),Natick,Natick,-,2,5,"1,459",525,"2,102"
Middlesex (pt.),Natick,Natick,-,3,5,"1,324",556,"1,992"
Middlesex (pt.),Natick,Natick,-,4,5,"1,229",441,"1,789"
Middlesex (pt.),Natick,Natick,-,5,5,"1,258",581,"1,945"
Middlesex (pt.),Natick,Natick,-,6,5,"1,246",532,"1,861"
Middlesex (pt.),Natick,Natick,-,7,5,"1,478",457,"2,021"
Middlesex (pt.),Natick,Natick,-,8,5,"1,407",497,"2,043"
Middlesex (pt.),Natick,Natick,-,9,5,"1,403",446,"1,954"
Middlesex (pt.),Natick,Natick,-,10,5,"1,642",575,"2,343"
Norfolk (pt.),Needham,Needham,-,A,4,"1,086",443,"1,587"
Norfolk (pt.),Needham,Needham,-,B,4,"1,224",462,"1,783"
Norfolk (pt.),Needham,Needham,-,C,4,"1,281",369,"1,748"
Norfolk (pt.),Needham,Needham,-,D,4,"1,268",415,"1,759"
Norfolk (pt.),Needham,Needham,-,E,4,"1,277",420,"1,821"
Norfolk (pt.),Needham,Needham,-,F,4,"1,312",376,"1,778"
Norfolk (pt.),Needham,Needham,-,G,4,"1,336",369,"1,802"
Norfolk (pt.),Needham,Needham,-,H,4,"1,285",445,"1,815"
Norfolk (pt.),Needham,Needham,-,I,4,"1,396",312,"1,791"
Norfolk (pt.),Needham,Needham,-,J,4,"1,332",408,"1,828"
Berkshire,New Ashford,New Ashford,-,1,1,101,39,160
Bristol (pt.),New Bedford,New Bedford,1,A,9,610,476,"1,155"
Bristol (pt.),New Bedford,New Bedford,1,B,9,624,493,"1,157"
Bristol (pt.),New Bedford,New Bedford,1,C,9,656,470,"1,182"
Bristol (pt.),New Bedford,New Bedford,1,D,9,621,534,"1,205"
Bristol (pt.),New Bedford,New Bedford,1,E,9,626,431,"1,105"
Bristol (pt.),New Bedford,New Bedford,1,F,9,658,539,"1,265"
Bristol (pt.),New Bedford,New Bedford,2,A,9,272,74,356
Bristol (pt.),New Bedford,New Bedford,2,B,9,540,237,814
Bristol (pt.),New Bedford,New Bedford,2,C,9,378,210,618
Bristol (pt.),New Bedford,New Bedford,2,D,9,435,333,808
Bristol (pt.),New Bedford,New Bedford,2,E,9,529,374,968
Bristol (pt.),New Bedford,New Bedford,2,F,9,547,344,940
Bristol (pt.),New Bedford,New Bedford,3,A,9,394,121,535
Bristol (pt.),New Bedford,New Bedford,3,B,9,537,119,692
Bristol (pt.),New Bedford,New Bedford,3,C,9,436,169,640
Bristol (pt.),New Bedford,New Bedford,3,D,9,533,209,769
Bristol (pt.),New Bedford,New Bedford,3,E,9,714,392,"1,161"
Bristol (pt.),New Bedford,New Bedford,3,F,9,699,342,"1,096"
Bristol (pt.),New Bedford,New Bedford,4,A,9,559,80,653
Bristol (pt.),New Bedford,New Bedford,4,B,9,801,226,"1,075"
Bristol (pt.),New Bedford,New Bedford,4,C,9,787,182,"1,018"
Bristol (pt.),New Bedford,New Bedford,4,D,9,637,228,909
Bristol (pt.),New Bedford,New Bedford,4,E,9,539,256,852
Bristol (pt.),New Bedford,New Bedford,4,F,9,646,185,872
Bristol (pt.),New Bedford,New Bedford,5,A,9,483,197,716
Bristol (pt.),New Bedford,New Bedford,5,B,9,717,233,989
Bristol (pt.),New Bedford,New Bedford,5,C,9,551,304,896
Bristol (pt.),New Bedford,New Bedford,5,D,9,811,299,"1,162"
Bristol (pt.),New Bedford,New Bedford,5,E,9,822,501,"1,379"
Bristol (pt.),New Bedford,New Bedford,5,F,9,795,429,"1,303"
Bristol (pt.),New Bedford,New Bedford,6,A,9,634,414,"1,096"
Bristol (pt.),New Bedford,New Bedford,6,B,9,589,337,973
Bristol (pt.),New Bedford,New Bedford,6,C,9,395,101,505
Bristol (pt.),New Bedford,New Bedford,6,D,9,311,115,444
Bristol (pt.),New Bedford,New Bedford,6,E,9,432,150,604
Bristol (pt.),New Bedford,New Bedford,6,F,9,494,223,768
Worcester (pt.),New Braintree,New Braintree,-,1,2,246,326,612
Berkshire,New Marlborough,New Marlborough,-,1,1,564,218,851
Franklin (pt.),New Salem,New Salem,-,1,2,337,208,595
Essex (pt.),Newbury,Newbury,-,1,6,"1,290",793,"2,215"
Essex (pt.),Newbury,Newbury,-,2,6,"1,175",923,"2,244"
Essex (pt.),Newburyport,Newburyport,1,P,6,266,204,500
Essex (pt.),Newburyport,Newburyport,1,1,6,"1,023",335,"1,456"
Essex (pt.),Newburyport,Newburyport,2,1,6,"1,412",400,"1,907"
Essex (pt.),Newburyport,Newburyport,3,1,6,"1,260",463,"1,805"
Essex (pt.),Newburyport,Newburyport,4,1,6,"1,386",501,"2,000"
Essex (pt.),Newburyport,Newburyport,5,1,6,935,577,"1,650"
Essex (pt.),Newburyport,Newburyport,6,1,6,"1,103",634,"1,841"
